SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,prefix,ProbabilityWeight
203.0,-203.0,-420.0,-203.0,500.0,-203.0,-1e+200,277847794.694,283276.390437,277892150.05,278210808.316,277320885.519,277427347.77,278192871.165,11.0,80245513378.7,1.7855867438e-06,0.166666666667,0.115384615385,0.0696378830084,1,0.00133919005785
203.0,-203.0,-420.0,-203.0,700.0,-203.0,-1e+200,279058661.383,364085.848449,279069396.016,279726148.408,278328211.146,278440526.564,279631014.927,18.0,132558505041.0,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,3,0.00267838011571
203.0,-203.0,-420.0,-203.0,800.0,-203.0,-1e+200,278746516.211,320725.487418,278728233.087,279261561.667,278061858.954,278286187.098,279182714.745,19.0,102864838280.0,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,4,0.00267838011571
203.0,-203.0,-420.0,-203.0,600.0,-203.0,-1e+200,278864122.913,324357.507559,278744077.047,279385679.121,278485322.219,278498774.402,279365416.781,16.0,105207792710.0,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,2,0.00267838011571
203.0,-203.0,-420.0,-203.0,1100.0,-203.0,-1e+200,276911125.506,285351.721172,276898613.992,277494568.356,276487888.908,276545904.364,277360392.948,19.0,81425604775.8,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,7,0.00267838011571
203.0,-203.0,-420.0,-203.0,900.0,-203.0,-1e+200,278373367.391,391278.668162,278423481.678,279084676.192,277437532.138,277722869.588,279064222.232,20.0,153098996159.0,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,5,0.00267838011571
203.0,-203.0,-420.0,-203.0,1000.0,-203.0,-1e+200,277661199.522,176833.844709,277635618.071,278128253.586,277445459.878,277456612.09,278034483.537,18.0,31270208634.5,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,6,0.00267838011571
203.0,-203.0,-420.0,-203.0,1200.0,-203.0,-1e+200,275947242.628,355806.046429,275868642.81,276698218.106,275447634.266,275463879.617,276599997.577,19.0,126597942675.0,1.7855867438e-06,0.166666666667,0.115384615385,0.0821727019499,8,0.00158024426827
203.0,-203.0,-400.0,-203.0,500.0,-203.0,-1e+200,278322346.298,321609.952536,278227320.331,278877945.816,277881486.468,277941991.86,278830981.776,12.0,103432961570.0,1.7855867438e-06,0.333333333333,0.115384615385,0.0696378830084,10,0.00267838011571
203.0,-203.0,-400.0,-203.0,600.0,-203.0,-1e+200,278841989.133,399526.110421,278818902.113,279602219.734,278108949.761,278344606.622,279548023.044,14.0,159621112908.0,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,11,0.00535676023141
203.0,-203.0,-420.0,-203.0,1218.0,-203.0,-1e+200,275910886.103,279960.568807,275909735.52,276383793.614,275364773.29,275522018.884,276376141.525,20.0,78377920086.5,1.7855867438e-06,0.166666666667,0.115384615385,0.0125348189415,9,0.000241054210414
203.0,-203.0,-400.0,-203.0,700.0,-203.0,-1e+200,279096181.802,266774.134193,279061184.151,279521852.177,278717743.505,278757029.563,279484261.885,9.0,71168438674.5,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,12,0.00535676023141
203.0,-203.0,-400.0,-203.0,900.0,-203.0,-1e+200,278374678.102,320427.733026,278285339.916,279119143.534,278014920.198,278060891.092,278914885.895,12.0,102673932092.0,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,14,0.00535676023141
203.0,-203.0,-400.0,-203.0,800.0,-203.0,-1e+200,278620188.603,196046.940395,278545524.03,279065564.51,278328184.291,278410032.574,278968310.939,13.0,38434402838.4,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,13,0.00535676023141
203.0,-203.0,-400.0,-203.0,1000.0,-203.0,-1e+200,277378275.669,371210.633643,277294653.61,278014656.951,276914586.376,276919321.754,277888010.636,12.0,137797334529.0,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,15,0.00535676023141
203.0,-203.0,-400.0,-203.0,1100.0,-203.0,-1e+200,276728632.67,372913.521999,276769192.582,277364246.999,276070977.914,276148645.363,277175045.327,14.0,139064494890.0,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,16,0.00535676023141
203.0,-203.0,-400.0,-203.0,1200.0,-203.0,-1e+200,276056295.764,314111.840989,276092542.017,276658287.208,275321390.113,275594076.137,276479870.408,12.0,98666248649.5,1.7855867438e-06,0.333333333333,0.115384615385,0.0821727019499,17,0.00316048853653
203.0,-203.0,-400.0,-203.0,1218.0,-203.0,-1e+200,275807988.124,312889.943131,275796067.965,276477337.644,275231292.923,275350971.128,276279544.772,14.0,97900116512.8,1.7855867438e-06,0.333333333333,0.115384615385,0.0125348189415,18,0.000482108420827
203.0,-203.0,-380.0,-203.0,500.0,-203.0,-1e+200,276086896.018,265767.665425,276063551.317,276434443.382,275696232.256,275749299.259,276410686.246,8.0,70632451985.6,1.7855867438e-06,0.333333333333,0.115384615385,0.0696378830084,19,0.00267838011571
203.0,-203.0,-380.0,-203.0,600.0,-203.0,-1e+200,276344100.681,299052.603355,276354052.504,276862353.529,275618056.489,275923264.494,276774930.952,14.0,89432459573.2,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,20,0.00535676023141
203.0,-203.0,-380.0,-203.0,700.0,-203.0,-1e+200,276153738.164,263282.491694,276183741.217,276621257.843,275728234.239,275777181.522,276489847.341,10.0,69317670432.8,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,21,0.00535676023141
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,275937422.451,358531.983315,275929021.709,276654160.837,275438198.28,275476491.677,276478749.598,10.0,128545183060.0,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,22,0.00535676023141
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,275267047.137,347453.808171,275301448.428,275792803.701,274794474.467,274803938.7,275751692.655,10.0,120724148812.0,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,23,0.00535676023141
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,274340210.24,359324.298477,274380368.231,275005786.748,273678530.501,273825100.177,274803578.863,12.0,129113951476.0,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,24,0.00535676023141
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,273625449.664,301400.502846,273577897.756,274039466.982,273003650.562,273194928.136,274005070.756,11.0,90842263115.6,1.7855867438e-06,0.333333333333,0.115384615385,0.139275766017,25,0.00535676023141
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,272702777.091,450366.715568,272703360.697,273634098.772,272152381.554,272239606.884,273408158.706,14.0,202830178492.0,1.7855867438e-06,0.333333333333,0.115384615385,0.0821727019499,26,0.00316048853653
203.0,-203.0,-360.0,-203.0,500.0,-203.0,-1e+200,273393059.729,316038.44847,273477528.994,273730612.636,272843085.063,272875625.116,273729013.423,10.0,99880300911.0,1.7855867438e-06,0.166666666667,0.115384615385,0.0696378830084,28,0.00133919005785
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,272273113.911,214033.892134,272304874.623,272566647.158,271825764.396,271904423.086,272530950.474,17.0,45810506982.1,1.7855867438e-06,0.333333333333,0.115384615385,0.0125348189415,27,0.000482108420827
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,272471884.008,339909.582912,272450827.839,272994624.565,272018623.023,272073623.544,272930791.336,8.0,115538524555.0,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,31,0.00267838011571
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,273254919.881,246574.482619,273269510.06,273720217.382,272845272.629,272941596.746,273590186.48,11.0,60798975478.6,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,29,0.00267838011571
203.0,-203.0,-360.0,-203.0,700.0,-203.0,-1e+200,272942155.088,362865.614321,273033476.1,273463812.624,272289378.724,272395853.136,273417078.213,10.0,131671454057.0,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,30,0.00267838011571
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,271547031.896,285045.314337,271527569.602,272150834.827,271157468.783,271171068.281,272064435.791,12.0,81250831225.3,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,32,0.00267838011571
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,270827325.501,253749.85521,270881352.387,271192671.54,270392063.42,270415706.463,271132081.218,11.0,64388989018.9,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,33,0.00267838011571
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,269659064.88,364873.146852,269593266.461,270624635.037,269156746.675,269213933.847,270252003.518,14.0,133132413294.0,1.7855867438e-06,0.166666666667,0.115384615385,0.139275766017,34,0.00267838011571
203.0,-203.0,-420.0,-200.0,500.0,-203.0,-1e+200,277747852.052,371353.023706,277708723.244,278509123.461,277337659.214,277356715.682,278413828.259,20.0,137903068216.0,1.7855867438e-06,0.166666666667,0.307692307692,0.0696378830084,37,0.00357117348761
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,268814269.417,191290.176281,268766754.172,269229901.042,268530247.409,268559436.038,269148660.541,13.0,36591931541.7,1.7855867438e-06,0.166666666667,0.115384615385,0.0125348189415,36,0.000241054210414
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,268981270.37,267176.705875,268986791.201,269499645.702,268519321.548,268555254.568,269386863.815,13.0,71383392162.0,1.7855867438e-06,0.166666666667,0.115384615385,0.0821727019499,35,0.00158024426827
203.0,-203.0,-420.0,-200.0,600.0,-203.0,-1e+200,278559062.977,320450.673779,278598105.959,279461073.538,277962187.271,278099714.787,278913725.943,20.0,102688634326.0,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,38,0.00714234697522
203.0,-203.0,-420.0,-200.0,700.0,-203.0,-1e+200,278764777.564,413631.389505,278833825.495,279641138.974,277919838.547,278008719.501,279256622.202,20.0,171090926384.0,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,39,0.00714234697522
203.0,-203.0,-420.0,-200.0,800.0,-203.0,-1e+200,278634919.202,327498.995604,278655803.734,279442582.103,278046605.29,278167489.549,279070552.86,19.0,107255592121.0,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,40,0.00714234697522
203.0,-203.0,-420.0,-200.0,900.0,-203.0,-1e+200,277979720.243,369461.161761,278076976.18,278689761.08,277204615.705,277337976.771,278358091.367,20.0,136501550050.0,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,41,0.00714234697522
203.0,-203.0,-420.0,-200.0,1000.0,-203.0,-1e+200,277374187.215,330318.767621,277399645.312,277978799.205,276874042.966,276887458.355,277776719.929,20.0,109110488243.0,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,42,0.00714234697522
203.0,-203.0,-400.0,-200.0,500.0,-203.0,-1e+200,277906794.984,373725.651991,277900208.423,278558621.442,277063308.753,277403340.007,278488800.909,20.0,139670862956.0,1.7855867438e-06,0.333333333333,0.307692307692,0.0696378830084,46,0.00714234697522
203.0,-203.0,-420.0,-200.0,1100.0,-203.0,-1e+200,276446157.347,336312.229219,276467141.416,277073606.171,275714830.499,275868966.399,276954050.523,20.0,113105915522.0,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,43,0.00714234697522
203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,278725198.58,330055.402198,278790873.524,279188282.936,278087961.608,278227875.061,279105145.157,20.0,108936568520.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,47,0.0142846939504
203.0,-203.0,-420.0,-200.0,1200.0,-203.0,-1e+200,275685499.387,349901.636293,275620912.009,276284814.248,275099969.028,275148260.692,276117320.636,18.0,122431155080.0,1.7855867438e-06,0.166666666667,0.307692307692,0.0821727019499,44,0.00421398471538
203.0,-203.0,-420.0,-200.0,1218.0,-203.0,-1e+200,275637524.049,344670.618107,275606196.243,276224613.883,274791728.377,275266108.474,276222074.024,20.0,118797834986.0,1.7855867438e-06,0.166666666667,0.307692307692,0.0125348189415,45,0.000642811227769
203.0,-203.0,-400.0,-200.0,700.0,-203.0,-1e+200,278887786.102,354191.609307,278857201.107,279729676.32,278472906.469,278477898.45,279399886.317,20.0,125451696104.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,48,0.0142846939504
203.0,-203.0,-400.0,-200.0,800.0,-203.0,-1e+200,278551887.941,220840.669972,278586527.813,278893655.308,278068085.639,278080534.635,278777133.801,20.0,48770601513.9,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,49,0.0142846939504
203.0,-203.0,-400.0,-200.0,900.0,-203.0,-1e+200,278261380.956,420423.509136,278310681.182,279089835.497,277487844.167,277617739.309,278879694.025,20.0,176755927034.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,50,0.0142846939504
203.0,-203.0,-400.0,-200.0,1000.0,-203.0,-1e+200,277254298.77,326401.980956,277233730.219,277779787.619,276767056.732,276767370.533,277698754.789,20.0,106538253172.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,51,0.0142846939504
203.0,-203.0,-380.0,-200.0,500.0,-203.0,-1e+200,275712028.697,253428.418758,275663352.055,276145178.838,275277125.671,275279085.661,276120054.215,20.0,64225963434.0,1.7855867438e-06,0.333333333333,0.307692307692,0.0696378830084,55,0.00714234697522
203.0,-203.0,-400.0,-200.0,1100.0,-203.0,-1e+200,276568054.35,369277.094906,276686032.459,277018791.194,275892655.913,276005894.605,277007866.404,20.0,136365572822.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,52,0.0142846939504
203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,275609325.508,368534.787256,275566289.982,276233473.268,274894317.542,275035110.058,276172420.822,20.0,135817889418.0,1.7855867438e-06,0.333333333333,0.307692307692,0.0821727019499,53,0.00842796943075
203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,275383553.629,435599.375963,275393407.944,276445483.013,274739720.457,274804237.56,276023639.464,20.0,189746816339.0,1.7855867438e-06,0.333333333333,0.307692307692,0.0125348189415,54,0.00128562245554
203.0,-203.0,-380.0,-200.0,600.0,-203.0,-1e+200,276280829.08,334403.283009,276286698.891,276785587.518,275302649.023,275880216.848,276714503.883,20.0,111825555687.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,56,0.0142846939504
203.0,-203.0,-380.0,-200.0,700.0,-203.0,-1e+200,276063551.712,319020.464051,276131697.79,276531585.366,275475128.967,275540955.123,276468535.437,20.0,101774056483.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,57,0.0142846939504
203.0,-203.0,-380.0,-200.0,800.0,-203.0,-1e+200,275636623.315,337007.721323,275611884.355,276361865.801,274811851.142,275217394.389,276100025.276,20.0,113574204231.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,58,0.0142846939504
203.0,-203.0,-380.0,-200.0,900.0,-203.0,-1e+200,274851211.733,318011.207133,274824073.083,275632500.094,274365677.454,274510446.455,275433793.514,20.0,101131127862.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,59,0.0142846939504
203.0,-203.0,-380.0,-200.0,1000.0,-203.0,-1e+200,274331218.128,225979.480204,274328848.451,274732530.782,273980364.991,274020217.349,274701173.739,20.0,51066725473.3,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,60,0.0142846939504
203.0,-203.0,-380.0,-200.0,1100.0,-203.0,-1e+200,273360477.426,363339.438617,273399624.55,273884215.842,272499255.636,272684393.291,273832067.453,20.0,132015547655.0,1.7855867438e-06,0.333333333333,0.307692307692,0.139275766017,61,0.0142846939504
203.0,-203.0,-380.0,-200.0,1200.0,-203.0,-1e+200,272383610.39,258359.056257,272428170.126,272721030.792,271730474.096,271959472.339,272711194.6,20.0,66749401950.1,1.7855867438e-06,0.333333333333,0.307692307692,0.0821727019499,62,0.00842796943075
203.0,-203.0,-380.0,-200.0,1218.0,-203.0,-1e+200,272264833.877,260664.895991,272272861.024,272722765.604,271874214.173,271936839.66,272593413.806,20.0,67946188001.9,1.7855867438e-06,0.333333333333,0.307692307692,0.0125348189415,63,0.00128562245554
203.0,-203.0,-360.0,-200.0,500.0,-203.0,-1e+200,273180282.057,284973.9649,273177558.995,273845904.169,272540994.115,272777201.618,273656801.122,20.0,81210160670.9,1.7855867438e-06,0.166666666667,0.307692307692,0.0696378830084,64,0.00357117348761
203.0,-203.0,-360.0,-200.0,600.0,-203.0,-1e+200,273224203.657,199722.902185,273230928.645,273641634.093,272815723.678,272940681.498,273524752.616,20.0,39889237657.1,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,65,0.00714234697522
203.0,-203.0,-360.0,-200.0,700.0,-203.0,-1e+200,272891903.657,201895.66345,272894071.112,273193665.205,272506674.695,272579496.0,273168267.456,20.0,40761858919.7,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,66,0.00714234697522
203.0,-203.0,-360.0,-200.0,800.0,-203.0,-1e+200,272231122.587,288169.109072,272246288.144,272739229.409,271764449.219,271870089.291,272685532.763,20.0,83041435423.6,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,67,0.00714234697522
203.0,-203.0,-360.0,-200.0,900.0,-203.0,-1e+200,271472388.654,355583.492569,271452052.789,272095370.23,270913279.386,270924177.46,272067493.52,20.0,126439620188.0,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,68,0.00714234697522
203.0,-203.0,-360.0,-200.0,1000.0,-203.0,-1e+200,270593751.102,262160.484447,270614816.77,271114336.905,270036058.559,270304894.312,270983687.983,20.0,68728119605.7,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,69,0.00714234697522
203.0,-203.0,-360.0,-200.0,1100.0,-203.0,-1e+200,269590556.095,317075.495118,269527194.967,270084240.218,269029018.744,269069305.557,270063585.112,20.0,100536869604.0,1.7855867438e-06,0.166666666667,0.307692307692,0.139275766017,70,0.00714234697522
203.0,-203.0,-360.0,-200.0,1200.0,-203.0,-1e+200,268629732.964,365371.389979,268621102.618,269187147.911,267904514.218,267939461.483,269122559.513,20.0,133496252616.0,1.7855867438e-06,0.166666666667,0.307692307692,0.0821727019499,71,0.00421398471538
